idea_id,family,name,hypothesis,target_problem,target_benchmark,expected_live_known_features,required_timeframe,entry_logic,exit_logic,risk_logic,why_it_might_work,why_it_might_fail,lookahead_risk,hardcoding_risk,live_known_safety,expected_pnl_impact,expected_pf_impact,expected_dd_impact,expected_stress_impact,expected_trade_count_impact,implementation_complexity,overfit_risk,data_requirement,test_priority,strategy_family,candidate_template_compatibility
IDEA_198,Funding-Aware Ideas,Funding-Aware Ideas Variant 10,Using Differentiating entries based on real funding rates with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",1h,Enter breakout if fundingRate meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-15.0%,8/15 PASS,-25%,Low,High,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_199,Funding-Aware Ideas,Funding-Aware Ideas Variant 11,Using Differentiating entries based on real funding rates with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",15m,Enter breakout if fundingRate meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-12.0%,9/15 PASS,-30%,Medium,High,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_200,Funding-Aware Ideas,Funding-Aware Ideas Variant 12,Using Differentiating entries based on real funding rates with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",1h,Enter breakout if fundingRate meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-9.0%,6/15 PASS,-10%,High,Low,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_201,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 1,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",15m,Enter breakout if atr_pct meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-15.0%,7/15 PASS,-15%,Low,Medium,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_202,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 2,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",1h,Enter breakout if atr_pct meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.50,-12.0%,8/15 PASS,-20%,Medium,High,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_203,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 3,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",15m,Enter breakout if atr_pct meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.60,-9.0%,9/15 PASS,-25%,High,High,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_204,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 4,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",1h,Enter breakout if atr_pct meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.30,-15.0%,6/15 PASS,-30%,Low,Low,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_205,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 5,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",15m,Enter breakout if atr_pct meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.40,-12.0%,7/15 PASS,-10%,Medium,Medium,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_206,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 6,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",1h,Enter breakout if atr_pct meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.50,-9.0%,8/15 PASS,-15%,High,High,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_207,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 7,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",15m,Enter breakout if atr_pct meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.60,-15.0%,9/15 PASS,-20%,Low,High,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_208,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 8,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",1h,Enter breakout if atr_pct meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.30,-12.0%,6/15 PASS,-25%,Medium,Low,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_209,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 9,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",15m,Enter breakout if atr_pct meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.40,-9.0%,7/15 PASS,-30%,High,Medium,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_210,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 10,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",1h,Enter breakout if atr_pct meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.50,-15.0%,8/15 PASS,-10%,Low,High,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_211,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 11,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",15m,Enter breakout if atr_pct meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.60,-12.0%,9/15 PASS,-15%,Medium,High,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_212,Volatility-Regime Ideas,Volatility-Regime Ideas Variant 12,Using Adjusting parameters dynamically based on ATR percentile with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Volatility-Regime Ideas.,Strategy #1,"atr_pct, bb_width",1h,Enter breakout if atr_pct meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Volatility-Regime Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.30,-9.0%,6/15 PASS,-20%,High,Low,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_213,Multi-Asset Generalization Ideas,Multi-Asset Generalization Ideas Variant 1,"Using Configuring parameters for ETH, BNB, and SOL with parameter threshold index 1 filters false signals.",Volatility regimes in bear months for Multi-Asset Generalization Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Multi-Asset Generalization Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.40,-15.0%,7/15 PASS,-25%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_214,Multi-Asset Generalization Ideas,Multi-Asset Generalization Ideas Variant 2,"Using Configuring parameters for ETH, BNB, and SOL with parameter threshold index 2 filters false signals.",Volatility regimes in bear months for Multi-Asset Generalization Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Multi-Asset Generalization Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.50,-12.0%,8/15 PASS,-30%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_215,Multi-Asset Generalization Ideas,Multi-Asset Generalization Ideas Variant 3,"Using Configuring parameters for ETH, BNB, and SOL with parameter threshold index 3 filters false signals.",Volatility regimes in bear months for Multi-Asset Generalization Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Multi-Asset Generalization Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.60,-9.0%,9/15 PASS,-10%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_216,Multi-Asset Generalization Ideas,Multi-Asset Generalization Ideas Variant 4,"Using Configuring parameters for ETH, BNB, and SOL with parameter threshold index 4 filters false signals.",Volatility regimes in bear months for Multi-Asset Generalization Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Multi-Asset Generalization Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.30,-15.0%,6/15 PASS,-15%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_217,Multi-Asset Generalization Ideas,Multi-Asset Generalization Ideas Variant 5,"Using Configuring parameters for ETH, BNB, and SOL with parameter threshold index 5 filters false signals.",Volatility regimes in bear months for Multi-Asset Generalization Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Multi-Asset Generalization Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.40,-12.0%,7/15 PASS,-20%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_218,Multi-Asset Generalization Ideas,Multi-Asset Generalization Ideas Variant 6,"Using Configuring parameters for ETH, BNB, and SOL with parameter threshold index 6 filters false signals.",Volatility regimes in bear months for Multi-Asset Generalization Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Multi-Asset Generalization Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-9.0%,8/15 PASS,-25%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_219,Multi-Asset Generalization Ideas,Multi-Asset Generalization Ideas Variant 7,"Using Configuring parameters for ETH, BNB, and SOL with parameter threshold index 7 filters false signals.",Volatility regimes in bear months for Multi-Asset Generalization Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Multi-Asset Generalization Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-15.0%,9/15 PASS,-30%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_220,Multi-Asset Generalization Ideas,Multi-Asset Generalization Ideas Variant 8,"Using Configuring parameters for ETH, BNB, and SOL with parameter threshold index 8 filters false signals.",Volatility regimes in bear months for Multi-Asset Generalization Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Multi-Asset Generalization Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-12.0%,6/15 PASS,-10%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
